TransactionID,TransactionTime,Amount,CustomerID,Location,V1,V2,V3,Class
TRANS00564,2024-09-17 12:45:51,4990.92,CUST0478,IL,0.171,-0.316,-0.523,0
TRANS00565,2024-09-22 17:40:37,2990.49,CUST1307,NV,-1.518,-1.045,-0.74,0
TRANS00566,2024-09-05 07:08:46,4690.67,CUST1526,NY,1.428,1.359,0.229,0
TRANS00567,2024-09-01 07:42:30,1830.34,CUST1076,IL,-0.038,0.192,1.818,0
TRANS00568,2024-09-09 18:34:54,3552.43,CUST7818,CA,0.162,0.827,-0.544,0
TRANS00569,2024-09-10 22:38:36,1197.57,CUST5490,AZ,0.335,-0.956,1.144,0
TRANS00570,2024-09-15 19:11:05,823.82,CUST0183,MA,1.649,1.482,-1.675,0
TRANS00571,2024-09-17 00:48:19,4531.76,CUST4286,NY,0.596,-0.779,0.531,0
TRANS00572,2024-09-18 00:50:10,3425.29,CUST2615,AZ,0.545,-0.991,1.473,0
TRANS00573,2024-09-08 23:52:43,586.6,CUST2400,NY,0.813,0.019,-0.488,0
TRANS00574,2024-09-08 06:55:19,522.49,CUST5217,WA,0.994,0.239,-0.169,0
TRANS00575,2024-09-06 21:34:08,4594.65,CUST2564,TX,-1.963,-1.386,-0.471,0
TRANS00576,2024-09-24 07:57:25,359.06,CUST2924,WA,-1.65,0.663,-0.835,0
TRANS00577,2024-09-27 06:22:01,4944.33,CUST5865,NJ,-0.082,0.345,0.38,0
TRANS00578,2024-09-19 14:57:57,1483.19,CUST1491,FL,0.099,1.238,-0.535,0
TRANS00579,2024-09-27 07:30:14,244.08,CUST4452,TX,0.446,-0.956,-0.283,0
TRANS00580,2024-09-02 02:23:58,1695.98,CUST0487,NV,-1.78,1.291,-0.783,0
TRANS00581,2024-08-31 15:42:11,2833.75,CUST6911,WA,-0.989,1.224,-1.7,0
TRANS00582,2024-09-04 13:28:47,3577.23,CUST9983,TX,1.255,1.397,-1.951,0
TRANS00583,2024-09-14 08:10:33,1994.18,CUST3330,NJ,0.093,-0.585,1.478,0
TRANS00584,2024-09-15 01:37:13,1429.42,CUST5316,WA,0.384,0.394,1.71,0
TRANS00585,2024-09-11 07:55:43,4345.99,CUST1499,MA,0.553,1.033,1.482,0
TRANS00586,2024-08-31 08:58:08,3929.49,CUST8255,NY,0.595,-1.151,1.828,0
TRANS00587,2024-09-14 15:05:12,3746.46,CUST3485,NJ,0.294,1.207,0.022,0
TRANS00588,2024-09-20 07:13:35,4921.83,CUST3045,FL,0.499,1.63,1.961,0
TRANS00589,2024-09-11 05:48:41,768.34,CUST5933,NV,0.905,-1.024,0.074,0
TRANS00590,2024-09-06 16:11:17,4454.47,CUST4775,MA,-0.147,-0.43,-0.565,0
TRANS00591,2024-09-25 17:03:41,2051.66,CUST8690,AZ,0.493,1.137,1.98,0
TRANS00592,2024-09-10 08:03:16,4555.84,CUST5499,TX,0.12,0.897,0.218,0
TRANS00593,2024-09-13 10:38:47,4169.8,CUST0430,NY,1.051,0.35,-1.303,0
TRANS00594,2024-09-16 00:10:11,2193.64,CUST9392,TX,0.742,-1.221,-0.722,0
TRANS00595,2024-09-18 08:05:21,2048.8,CUST1697,MA,-1.457,0.933,-1.199,0
TRANS00596,2024-09-20 04:02:59,2050.22,CUST5615,IL,-0.577,-1.852,-0.064,0
TRANS00597,2024-09-02 20:05:27,818.9,CUST9549,IL,-0.478,-0.838,1.491,0
TRANS00598,2024-09-01 11:17:33,178.53,CUST6231,NJ,1.869,1.72,1.951,0
TRANS00599,2024-09-09 08:49:30,2383.26,CUST0352,TX,-0.633,1.479,-1.366,0
TRANS00600,2024-09-22 07:02:42,2850.5,CUST8228,FL,0.221,1.541,-0.871,0
TRANS00601,2024-09-06 00:49:07,80.07,CUST3691,NV,0.784,-1.845,1.99,0
TRANS00602,2024-09-26 18:39:12,3623.25,CUST8075,FL,0.653,0.143,-0.702,0
TRANS00603,2024-08-31 11:51:52,958.1,CUST2711,CA,1.438,1.994,1.675,0
TRANS00604,2024-08-31 01:06:55,4924.19,CUST5879,TX,-1.802,-0.911,-1.224,0
TRANS00605,2024-09-25 01:04:08,1435.97,CUST2629,MA,-1.828,-0.401,-0.623,0
TRANS00606,2024-09-25 23:11:14,4234.12,CUST4123,WA,-0.256,-0.136,1.927,0
TRANS00607,2024-09-16 18:53:20,1774.22,CUST3727,TX,-0.595,-0.863,-1.217,0
TRANS00608,2024-09-02 12:54:13,2563.78,CUST6840,WA,-1.611,-1.833,0.768,0
TRANS00609,2024-09-23 15:09:54,264.98,CUST9613,FL,1.621,1.922,-0.986,0
TRANS00610,2024-09-20 06:06:36,48.15,CUST4132,CA,-0.415,0.435,1.578,0
TRANS00611,2024-09-27 17:31:11,2462.0,CUST5282,CA,-0.354,0.222,1.797,0
TRANS00612,2024-09-06 11:57:09,2032.68,CUST5655,NY,-0.094,-1.402,1.386,0
TRANS00613,2024-09-11 16:22:15,2689.93,CUST0802,CA,0.971,-0.481,1.02,0
TRANS00614,2024-09-21 14:05:21,1995.4,CUST2123,AZ,-0.49,0.24,-1.488,0
TRANS00615,2024-09-22 16:59:28,1247.49,CUST2314,MA,0.197,0.183,0.178,0
TRANS00616,2024-09-13 07:35:03,3792.62,CUST7883,NY,-1.603,1.915,-0.549,0
TRANS00617,2024-09-02 01:15:32,1961.2,CUST0634,FL,-0.809,-0.899,-0.857,0
TRANS00618,2024-09-22 05:08:29,4361.4,CUST1345,TX,-0.225,1.848,-0.46,0
TRANS00619,2024-09-10 07:19:36,313.36,CUST9580,NJ,-1.895,1.107,1.782,0
TRANS00620,2024-09-17 08:25:51,4223.31,CUST2148,IL,-0.872,0.867,1.547,0
TRANS00621,2024-09-18 19:44:51,4512.26,CUST9444,NV,0.153,-1.226,-1.588,0
TRANS00622,2024-08-31 19:12:46,1698.07,CUST7344,NY,0.536,-0.858,-1.54,0
TRANS00623,2024-08-30 19:55:22,4778.37,CUST0926,FL,1.34,0.56,1.17,0
TRANS00624,2024-09-19 07:40:34,3762.14,CUST4093,IL,1.041,1.835,-1.447,0
TRANS00625,2024-09-12 06:46:09,1068.39,CUST6132,NJ,-0.325,1.726,-0.742,0
TRANS00626,2024-09-11 20:13:00,2747.43,CUST5570,MA,-0.158,0.034,1.756,0
TRANS00627,2024-09-09 02:56:26,1759.42,CUST6154,FL,1.626,-0.421,0.73,0
TRANS00628,2024-09-12 23:27:58,1241.92,CUST8835,WA,1.298,-0.525,0.188,0
TRANS00629,2024-09-03 14:19:37,1861.67,CUST9596,MA,1.51,-1.591,-0.739,0
TRANS00630,2024-09-28 03:05:18,218.96,CUST2275,NY,1.332,1.018,0.813,0
TRANS00631,2024-09-23 18:31:33,2540.66,CUST9890,NV,1.527,1.441,0.161,0
TRANS00632,2024-09-19 23:30:18,4401.89,CUST9713,AZ,0.485,0.437,0.794,0
TRANS00633,2024-09-08 03:55:41,4735.04,CUST9067,WA,1.254,1.869,-0.52,0
TRANS00634,2024-09-05 10:35:48,435.63,CUST3961,CA,-0.31,-0.739,-0.804,0
TRANS00635,2024-09-23 22:29:25,3015.06,CUST2765,WA,-0.981,-0.245,0.385,0
TRANS00636,2024-09-12 05:11:04,1652.14,CUST8348,NJ,-1.383,1.989,1.997,0
TRANS00637,2024-09-14 03:29:58,4434.74,CUST9936,TX,1.512,1.443,-1.655,0
TRANS00638,2024-09-02 04:31:59,2103.74,CUST3360,FL,-1.022,-0.597,0.055,0
TRANS00639,2024-09-21 19:08:19,2854.72,CUST6169,TX,0.396,0.261,1.054,0
TRANS00640,2024-09-27 12:43:12,2729.08,CUST6512,TX,-0.514,-1.653,-1.319,0
TRANS00641,2024-09-10 02:12:09,2535.14,CUST4122,NJ,-0.139,-1.786,1.15,0
TRANS00642,2024-09-28 02:55:48,381.77,CUST2149,TX,1.031,-1.163,0.624,0
TRANS00643,2024-09-25 13:38:05,4269.52,CUST1501,NY,0.802,1.921,-1.209,0
TRANS00644,2024-09-01 16:15:06,2851.88,CUST6203,FL,-0.767,1.937,0.784,0
TRANS00645,2024-09-11 16:15:01,3437.54,CUST0236,WA,-0.721,-0.104,-0.831,1
TRANS00646,2024-09-06 11:45:40,3998.05,CUST9227,AZ,-0.103,0.75,-0.663,0
TRANS00647,2024-09-02 01:36:45,3472.65,CUST1449,NY,-0.714,0.38,-1.172,0
TRANS00648,2024-09-01 16:10:26,3964.51,CUST2417,NV,0.964,-0.502,0.425,0
TRANS00649,2024-09-19 16:36:38,4164.52,CUST7754,IL,1.872,1.178,1.287,0
TRANS00650,2024-09-13 21:23:02,823.67,CUST3863,WA,1.726,0.551,-0.763,0
TRANS00651,2024-09-21 10:31:02,3954.77,CUST2321,NJ,-1.245,1.301,-0.054,0
TRANS00652,2024-09-08 22:48:23,4200.21,CUST7987,NV,1.913,1.667,-0.898,0
TRANS00653,2024-09-03 16:13:57,260.0,CUST7359,CA,-1.84,-0.23,-1.856,0
TRANS00654,2024-09-17 14:50:13,784.79,CUST9991,MA,1.231,1.311,0.737,0
TRANS00655,2024-09-26 21:10:15,2495.66,CUST5459,WA,-0.849,-1.712,-0.226,0
TRANS00656,2024-09-16 04:32:37,1313.62,CUST8953,FL,-0.982,1.502,0.708,0
TRANS00657,2024-09-07 07:13:54,2076.3,CUST5131,TX,1.744,0.294,1.353,0
TRANS00658,2024-09-03 22:58:46,2594.69,CUST5509,MA,0.365,-1.261,0.76,0
TRANS00659,2024-09-19 10:58:01,3122.17,CUST4603,FL,-0.146,0.83,-0.931,0
TRANS00660,2024-09-11 19:31:18,4232.45,CUST0323,WA,-0.736,1.186,1.22,0
TRANS00661,2024-09-16 09:37:46,2047.74,CUST1362,NV,-0.307,1.846,1.789,0
TRANS00662,2024-09-25 03:03:58,2783.08,CUST4277,NV,-0.115,0.245,1.796,0
TRANS00663,2024-09-07 01:13:45,845.8,CUST9187,WA,0.375,1.472,1.209,0
TRANS00664,2024-09-11 17:11:41,4373.66,CUST9238,WA,1.716,-1.969,-1.048,0
TRANS00665,2024-09-05 20:41:09,4854.75,CUST3402,CA,-0.214,-1.557,1.391,0
TRANS00666,2024-09-01 05:31:45,2268.24,CUST5195,NJ,-0.412,-0.871,-1.503,0
TRANS00667,2024-09-14 02:56:24,4490.25,CUST6818,NY,-1.417,0.199,1.429,0
TRANS00668,2024-09-03 03:19:29,1055.42,CUST2933,WA,-1.674,0.005,-1.613,0
TRANS00669,2024-09-18 21:29:34,956.09,CUST1178,WA,-0.582,-0.253,-0.841,0
TRANS00670,2024-09-14 14:26:35,3129.51,CUST6248,CA,1.003,1.099,0.449,0
TRANS00671,2024-09-26 03:14:03,699.0,CUST6743,FL,-0.99,-0.925,1.588,0
TRANS00672,2024-09-15 11:40:15,2639.8,CUST9074,CA,1.265,0.167,0.398,0
TRANS00673,2024-09-15 07:23:03,4956.92,CUST5685,NJ,-0.144,-0.597,-1.784,0
TRANS00674,2024-09-14 06:57:01,4689.69,CUST8470,AZ,1.233,0.684,-0.324,0
TRANS00675,2024-09-25 00:55:56,4095.46,CUST4443,TX,-1.488,1.636,-1.857,0
TRANS00676,2024-09-14 14:34:57,633.36,CUST2465,IL,-1.98,-1.78,0.973,0
TRANS00677,2024-09-03 12:07:55,2417.28,CUST3488,NY,-1.108,1.079,0.68,0
TRANS00678,2024-08-31 19:11:55,4344.7,CUST9926,NV,-0.14,-0.282,0.566,0
TRANS00679,2024-09-19 13:48:09,4395.33,CUST3210,AZ,1.728,-0.269,-1.037,0
TRANS00680,2024-09-04 13:56:03,3701.56,CUST6556,IL,1.407,0.555,-0.419,0
TRANS00681,2024-09-11 00:39:47,1082.97,CUST1359,MA,0.98,-1.159,-1.512,0
TRANS00682,2024-09-09 21:37:18,1907.26,CUST1429,NY,-0.129,-1.862,1.497,0
TRANS00683,2024-09-22 07:49:48,4157.61,CUST7507,AZ,0.263,1.351,-0.511,0
TRANS00684,2024-09-11 14:20:52,3385.39,CUST9794,NY,0.472,0.668,1.601,0
TRANS00685,2024-09-24 08:34:24,812.55,CUST4534,NJ,1.3,-1.114,-0.829,0
TRANS00686,2024-09-05 21:35:17,2674.19,CUST1199,FL,1.147,0.9,-1.953,0
TRANS00687,2024-09-11 10:28:22,4419.56,CUST2610,AZ,-0.424,0.12,-0.882,0
TRANS00688,2024-09-02 19:38:45,1065.8,CUST6489,TX,-0.635,-1.772,-0.404,0
TRANS00689,2024-09-12 14:59:44,4672.64,CUST9239,IL,0.139,-0.194,-0.726,0
TRANS00690,2024-09-09 01:41:48,1224.11,CUST7032,AZ,1.375,-0.746,1.992,0
TRANS00691,2024-09-23 20:50:54,1414.01,CUST2418,WA,-1.676,0.62,0.568,0
TRANS00692,2024-09-03 09:18:07,4265.08,CUST8019,AZ,-1.722,1.437,-0.337,0
TRANS00693,2024-09-05 21:11:38,3601.87,CUST1069,MA,-1.043,-1.924,-1.21,0
TRANS00694,2024-09-25 11:23:00,641.75,CUST8240,IL,-0.518,0.895,0.51,0
TRANS00695,2024-09-09 19:16:49,2692.62,CUST2462,WA,-0.964,0.986,0.696,0
TRANS00696,2024-09-07 20:53:15,1678.51,CUST1332,NY,-0.539,1.973,1.739,1
TRANS00697,2024-09-04 22:43:07,3110.66,CUST3916,CA,-1.185,1.457,-0.485,0
TRANS00698,2024-09-13 09:00:03,2002.72,CUST9738,AZ,1.596,-1.684,-1.491,0
TRANS00699,2024-09-01 09:12:44,4739.23,CUST0150,AZ,-1.248,0.291,1.846,0
TRANS00700,2024-09-21 11:12:09,1008.43,CUST4103,IL,-0.051,-0.455,-1.718,0
TRANS00701,2024-09-09 01:42:35,2345.06,CUST6712,NJ,-0.11,1.944,0.157,0
TRANS00702,2024-09-19 07:09:47,3821.29,CUST3170,FL,-1.715,0.614,0.257,0
TRANS00703,2024-09-07 23:52:20,2125.11,CUST7049,MA,1.064,-0.045,-1.541,0
TRANS00704,2024-09-20 19:39:19,4813.75,CUST9587,NY,-0.403,1.213,-1.523,0
TRANS00705,2024-09-05 14:50:38,2688.87,CUST3912,CA,0.664,-0.308,-0.753,0
TRANS00706,2024-09-09 06:35:26,712.82,CUST3093,MA,-1.229,1.251,-1.822,0
TRANS00707,2024-09-24 19:25:56,638.96,CUST2708,IL,-0.09,-0.931,-1.807,0
TRANS00708,2024-09-15 12:01:10,486.87,CUST9731,NV,-0.473,1.819,1.079,0
TRANS00709,2024-09-20 17:23:01,2247.76,CUST3116,IL,-0.246,-0.642,-1.882,0
TRANS00710,2024-09-17 17:08:07,4299.14,CUST3833,MA,1.39,-0.229,-1.081,0
TRANS00711,2024-08-31 23:01:43,1821.98,CUST6882,AZ,0.82,-0.518,1.216,0
TRANS00712,2024-09-15 07:04:29,4209.92,CUST0101,MA,-0.709,0.463,1.412,0
TRANS00713,2024-09-10 18:55:51,1721.12,CUST0865,AZ,-1.838,-1.31,-0.527,0
TRANS00714,2024-09-11 22:56:54,1892.09,CUST5061,NJ,-0.581,-0.905,-0.167,0
TRANS00715,2024-09-03 21:38:07,183.37,CUST6060,AZ,-1.744,-1.984,-0.124,0
TRANS00716,2024-09-23 22:34:34,4022.48,CUST3335,NJ,1.787,0.017,-0.305,0
TRANS00717,2024-09-05 12:25:20,3243.55,CUST6642,FL,-1.055,-0.06,1.862,0
TRANS00718,2024-09-14 08:37:33,3402.9,CUST2932,NJ,-0.981,0.847,1.68,0
TRANS00719,2024-09-02 06:29:04,526.49,CUST6950,IL,-0.038,-1.444,1.463,0
TRANS00720,2024-09-23 17:58:53,2589.32,CUST2881,MA,-0.158,0.368,1.137,0
TRANS00721,2024-09-04 10:26:44,4135.46,CUST1114,AZ,-0.832,1.244,-1.998,0
TRANS00722,2024-08-31 21:34:48,2764.87,CUST9965,FL,1.024,-1.0,-1.271,0
TRANS00723,2024-09-05 01:59:49,3586.5,CUST7757,TX,-0.973,-0.647,-1.926,0
TRANS00724,2024-09-26 22:39:34,2860.36,CUST0042,IL,0.893,1.465,1.187,1
TRANS00725,2024-08-31 16:59:06,1837.3,CUST2735,NJ,-1.077,1.583,-1.649,0
TRANS00726,2024-09-27 01:13:21,2505.95,CUST1004,NV,1.525,-1.157,-0.759,0
TRANS00727,2024-09-03 22:50:27,3116.67,CUST8431,NY,-0.831,-1.996,-1.476,0
TRANS00728,2024-09-26 13:37:26,462.48,CUST5608,NV,-0.519,-0.817,1.838,0
TRANS00729,2024-09-22 20:35:24,4148.69,CUST5695,MA,-0.809,-1.314,1.289,0
TRANS00730,2024-09-27 23:30:35,4692.85,CUST3610,TX,-0.645,1.779,1.128,0
TRANS00731,2024-09-11 09:47:16,1784.67,CUST8906,NV,0.231,-1.158,-0.329,0
TRANS00732,2024-09-28 05:45:20,2793.37,CUST2614,NY,-0.727,1.125,1.806,0
TRANS00733,2024-09-08 07:22:47,4742.16,CUST6268,IL,0.51,0.883,1.163,0
TRANS00734,2024-09-24 18:13:09,4651.17,CUST7892,IL,0.157,-1.618,-1.469,0
TRANS00735,2024-09-13 11:39:04,1707.2,CUST1465,IL,-1.45,1.522,-0.353,0
TRANS00736,2024-09-23 21:57:48,3339.57,CUST4800,CA,-0.369,1.676,0.017,0
TRANS00737,2024-09-22 07:26:30,3273.15,CUST7387,NV,-1.013,0.64,-0.564,0
TRANS00738,2024-09-25 08:37:40,799.95,CUST4900,AZ,-1.735,1.627,-0.629,0
TRANS00739,2024-09-25 03:31:55,2176.81,CUST3115,TX,-1.89,1.173,0.475,0
TRANS00740,2024-09-08 07:59:43,892.87,CUST1384,MA,-1.596,1.341,0.701,0
TRANS00741,2024-09-09 02:47:56,126.62,CUST5044,AZ,1.966,-1.241,-1.654,0
TRANS00742,2024-09-13 04:18:15,1823.0,CUST4881,NY,-0.159,1.567,1.961,0
TRANS00743,2024-09-08 06:38:36,2967.47,CUST6723,WA,-0.184,-0.908,0.472,0
TRANS00744,2024-09-15 14:08:06,2090.71,CUST0882,AZ,-1.041,1.471,0.445,0
TRANS00745,2024-09-21 12:00:04,3163.31,CUST1435,WA,0.279,-0.983,1.535,0
TRANS00746,2024-09-07 06:16:16,3410.04,CUST4083,MA,-1.447,-1.606,0.54,0
TRANS00747,2024-09-27 08:23:34,1927.71,CUST5585,FL,0.716,-1.228,0.874,0
TRANS00748,2024-09-24 15:52:37,426.25,CUST5623,IL,-1.389,-1.922,1.114,0
TRANS00749,2024-09-18 18:18:18,1429.74,CUST8811,FL,-0.823,-0.763,0.854,0
TRANS00750,2024-09-28 07:26:29,4866.57,CUST1052,MA,-1.349,-0.692,1.907,0
TRANS00751,2024-09-24 18:04:25,504.66,CUST7584,TX,0.736,0.674,-0.083,0
TRANS00752,2024-09-12 22:21:15,4982.48,CUST2750,TX,0.389,-0.179,-0.701,0
TRANS00753,2024-09-14 22:55:11,4306.78,CUST7219,CA,0.541,-1.131,1.98,0
TRANS00754,2024-09-11 08:37:45,432.03,CUST4102,CA,1.541,-1.992,-1.068,0
TRANS00755,2024-09-05 07:44:16,2394.31,CUST4184,CA,1.561,-1.072,0.551,0
TRANS00756,2024-09-03 15:44:57,2533.44,CUST2480,NJ,-1.958,-1.324,-1.194,0
TRANS00757,2024-09-24 00:42:39,39.05,CUST9336,AZ,-0.889,1.453,0.619,0
TRANS00758,2024-09-20 01:35:21,4131.93,CUST2175,NJ,-1.793,0.337,-0.914,0
TRANS00759,2024-09-27 20:34:43,3100.47,CUST6082,WA,-0.414,0.99,-1.396,1
TRANS00760,2024-09-25 07:53:28,3024.03,CUST8733,CA,-0.784,0.586,-1.903,0
TRANS00761,2024-09-24 01:29:09,4009.35,CUST3184,IL,-0.36,-0.726,0.82,1
TRANS00762,2024-09-22 10:18:24,1477.04,CUST1720,NV,0.744,-0.408,-0.307,0
TRANS00763,2024-09-02 11:02:48,3109.0,CUST4755,NV,-1.938,1.55,1.31,1
TRANS00764,2024-09-18 14:18:28,117.19,CUST6495,WA,-1.975,0.417,-1.228,0
TRANS00765,2024-09-14 14:50:17,909.6,CUST0278,NY,0.326,-0.333,0.384,0
TRANS00766,2024-09-03 12:06:18,3887.86,CUST4215,IL,-1.653,-0.929,0.179,0
TRANS00767,2024-09-15 03:53:10,2292.37,CUST5710,NJ,0.252,1.635,0.214,0
TRANS00768,2024-09-16 18:58:59,4554.44,CUST8275,NJ,-1.934,-1.485,1.105,0
TRANS00769,2024-09-07 12:40:26,886.47,CUST1953,MA,-1.221,0.696,-1.366,1
TRANS00770,2024-09-24 11:35:35,1944.69,CUST2621,MA,0.514,-1.309,-1.101,0
TRANS00771,2024-09-24 04:16:16,2279.86,CUST6673,NV,0.324,1.246,-0.741,0
TRANS00772,2024-09-09 19:45:10,4641.43,CUST6811,CA,-1.748,1.719,1.643,0
TRANS00773,2024-08-29 13:40:26,3301.33,CUST6717,MA,1.851,-1.709,1.764,0
TRANS00774,2024-09-11 12:20:25,2156.54,CUST2519,TX,1.082,-1.805,-1.887,0
TRANS00775,2024-09-22 11:47:33,365.65,CUST3322,FL,0.793,1.908,1.367,0
TRANS00776,2024-08-30 18:26:49,3010.8,CUST0030,FL,1.958,1.695,-0.137,0
TRANS00777,2024-08-29 16:39:57,2281.03,CUST0726,CA,0.803,0.467,-1.873,0
TRANS00778,2024-09-17 08:37:38,1292.35,CUST1516,NY,0.755,-0.906,-1.614,0
TRANS00779,2024-09-13 20:25:39,2235.44,CUST3458,WA,-0.916,-1.351,0.293,0
TRANS00780,2024-09-07 11:08:59,3091.85,CUST8780,IL,-0.653,0.032,0.202,0
TRANS00781,2024-09-24 18:39:59,3605.28,CUST1398,WA,1.862,1.171,-0.809,0
TRANS00782,2024-09-21 17:18:29,2237.25,CUST8903,TX,0.825,1.876,-1.82,0
TRANS00783,2024-09-17 17:54:00,1016.04,CUST0151,MA,-0.077,1.773,-1.529,0
TRANS00784,2024-08-31 13:26:55,800.93,CUST2083,IL,0.746,-0.002,-1.212,0
TRANS00785,2024-08-31 11:15:23,2763.83,CUST7285,NV,-1.071,-0.449,-0.82,0
TRANS00786,2024-09-02 22:10:12,4718.64,CUST0546,NY,-1.23,0.797,-0.956,0
TRANS00787,2024-08-30 00:34:53,34.46,CUST0696,NY,-1.989,-0.11,1.19,0
TRANS00788,2024-09-09 14:11:57,4418.04,CUST6566,IL,-0.96,-0.772,0.831,0
TRANS00789,2024-09-15 22:59:54,3132.58,CUST6911,FL,-1.272,-0.696,-0.406,0
TRANS00790,2024-09-09 19:04:41,4602.87,CUST1665,WA,-0.182,0.073,-0.234,0
TRANS00791,2024-09-24 18:36:36,2527.97,CUST7276,CA,-0.608,-0.514,1.334,0
TRANS00792,2024-08-31 19:38:01,4535.81,CUST4626,MA,1.138,-0.034,1.515,0
TRANS00793,2024-09-13 18:55:01,779.86,CUST6157,TX,1.019,0.094,0.33,0
TRANS00794,2024-09-06 09:46:32,4780.97,CUST4947,NJ,-0.888,1.357,-0.451,0
TRANS00795,2024-09-25 00:47:36,815.13,CUST6931,FL,1.874,-0.695,-1.909,0
TRANS00796,2024-09-08 19:01:51,19.76,CUST5738,CA,-1.56,0.851,1.987,0
TRANS00797,2024-09-24 09:19:23,3980.72,CUST6787,NV,0.916,1.599,1.288,0
TRANS00798,2024-09-21 22:50:29,2429.54,CUST7952,FL,-0.132,-1.958,0.609,0
TRANS00799,2024-09-02 23:47:35,485.89,CUST0100,WA,-1.682,0.209,-1.501,0
TRANS00800,2024-09-08 06:57:19,278.95,CUST5498,MA,0.645,0.152,-1.187,0
TRANS00801,2024-09-02 07:34:10,2304.13,CUST3917,TX,0.072,-0.232,1.823,0
TRANS00802,2024-09-27 03:55:20,2113.11,CUST3611,AZ,0.635,-0.894,-1.17,0
TRANS00803,2024-09-23 15:37:13,3388.57,CUST6545,FL,-1.789,-1.327,0.461,0
TRANS00804,2024-09-13 11:48:51,90.77,CUST2102,CA,0.146,1.27,1.552,0
TRANS00805,2024-09-09 03:49:31,4768.17,CUST9451,NJ,1.835,1.318,1.615,0
TRANS00806,2024-09-25 05:08:54,1944.23,CUST1190,CA,1.513,1.785,1.71,0
TRANS00807,2024-09-20 04:06:07,3409.53,CUST5530,NY,0.991,-0.164,-1.938,0
TRANS00808,2024-09-10 19:15:04,3501.63,CUST8659,WA,0.734,-0.728,-0.201,1
TRANS00809,2024-09-26 14:32:26,4970.98,CUST4257,IL,0.508,1.44,-1.744,0
TRANS00810,2024-09-02 22:36:28,4418.65,CUST9409,MA,-1.529,1.292,0.207,0
TRANS00811,2024-08-31 18:44:31,2246.11,CUST0356,NV,1.496,-1.009,-1.68,0
TRANS00812,2024-09-26 21:44:15,775.47,CUST7345,NY,1.814,1.218,-0.867,1
TRANS00813,2024-09-24 17:34:17,411.61,CUST5815,AZ,0.779,-0.463,-0.861,0
TRANS00814,2024-09-12 07:57:12,4625.15,CUST2707,WA,-1.053,1.016,-1.012,0
TRANS00815,2024-09-25 12:15:17,1371.73,CUST8431,IL,1.883,0.397,1.421,0
TRANS00816,2024-08-30 08:06:11,3034.05,CUST5687,AZ,1.726,-0.926,0.218,0
TRANS00817,2024-09-20 13:24:54,1323.96,CUST1554,NV,-0.314,1.163,-1.065,0
TRANS00818,2024-08-31 11:33:43,3297.07,CUST0584,NJ,1.69,-0.84,-0.49,0
TRANS00819,2024-09-02 22:25:52,1680.89,CUST9906,CA,0.208,1.105,-0.889,1
TRANS00820,2024-09-17 05:23:25,1649.71,CUST3627,IL,-1.855,-1.774,1.549,0
TRANS00821,2024-09-12 01:59:31,658.27,CUST8994,AZ,-1.888,0.956,-1.419,0
TRANS00822,2024-09-14 19:06:31,2838.23,CUST1855,NJ,1.625,-1.876,-1.965,0
TRANS00823,2024-09-15 00:09:07,2358.65,CUST6942,WA,0.24,0.06,-1.001,0
TRANS00824,2024-09-05 17:06:05,1042.42,CUST8238,IL,-0.144,1.867,1.488,0
TRANS00825,2024-09-18 21:21:53,816.57,CUST2095,NV,1.579,0.096,-0.724,0
TRANS00826,2024-09-14 07:57:39,2369.89,CUST7386,NY,-0.121,1.348,-0.639,0
TRANS00827,2024-08-31 14:35:35,638.2,CUST2093,NV,-1.629,-0.459,-1.154,0
TRANS00828,2024-09-08 04:13:55,1936.35,CUST2311,MA,-0.068,0.76,1.076,0
TRANS00829,2024-09-16 15:59:13,2002.23,CUST7125,AZ,-1.756,0.97,0.61,0
TRANS00830,2024-08-31 06:53:37,1912.73,CUST0165,CA,1.826,-0.671,1.422,0
TRANS00831,2024-09-19 01:11:20,3362.34,CUST2454,CA,-1.299,0.702,1.156,0
TRANS00832,2024-09-04 14:28:13,3712.58,CUST1285,NV,0.281,0.598,0.494,0
TRANS00833,2024-09-20 18:18:15,2508.44,CUST6009,NV,0.329,-1.249,-0.079,0
TRANS00834,2024-09-21 15:15:30,1457.16,CUST1163,WA,-1.269,-1.286,0.448,0
TRANS00835,2024-09-13 16:19:50,3633.08,CUST8489,FL,-1.497,-1.845,0.319,0
TRANS00836,2024-09-01 12:33:57,309.12,CUST2318,FL,-0.895,-1.179,1.821,0
TRANS00837,2024-09-14 20:24:32,2195.75,CUST8893,WA,1.617,0.537,1.796,0
TRANS00838,2024-09-28 00:01:21,2151.15,CUST2846,IL,0.489,-1.573,-1.338,0
TRANS00839,2024-09-05 04:07:20,4590.5,CUST9115,MA,0.994,-0.253,0.316,0
TRANS00840,2024-08-31 23:37:17,4015.35,CUST3654,NJ,-0.631,-0.817,-0.439,0
TRANS00841,2024-09-13 19:06:24,2977.64,CUST8777,IL,-1.561,0.704,1.048,0
TRANS00842,2024-08-30 16:47:26,1661.38,CUST6282,NJ,0.872,1.616,0.127,0
TRANS00843,2024-09-16 18:31:04,2064.25,CUST9743,FL,0.837,-0.953,1.619,0
TRANS00844,2024-09-15 05:47:31,2469.24,CUST0647,IL,-0.767,-0.721,1.127,1
TRANS00845,2024-09-21 02:48:11,2125.61,CUST7034,FL,-0.614,1.358,0.001,0
